tx_id,address,entity_type,value_btc,fee_btc,in_degree,out_degree,timestamp
tx_336,addr_1,Miner,0.6943,0.00908,3,8,2020-01-14 23:00:00
tx_337,addr_253,Exchange,2.9669,0.00177,19,6,2020-01-15 00:00:00
tx_338,addr_378,Hodler,1.4595,0.00969,6,14,2020-01-15 01:00:00
tx_339,addr_8,Mixer,0.8557,0.00458,19,17,2020-01-15 02:00:00
tx_340,addr_23,Hodler,0.9296,0.00946,19,19,2020-01-15 03:00:00
tx_341,addr_473,Exchange,0.0027,0.0068,8,16,2020-01-15 04:00:00
tx_342,addr_495,Hodler,0.7128,0.00309,14,15,2020-01-15 05:00:00
tx_343,addr_425,Trader,2.0795,0.00196,10,15,2020-01-15 06:00:00
tx_344,addr_336,Hodler,7.3143,0.00311,3,1,2020-01-15 07:00:00
tx_345,addr_292,Miner,3.7554,0.00102,6,12,2020-01-15 08:00:00
tx_346,addr_240,Miner,0.0478,0.00152,15,10,2020-01-15 09:00:00
tx_347,addr_318,Trader,4.5766,0.00114,18,14,2020-01-15 10:00:00
tx_348,addr_212,Exchange,3.0575,0.00429,14,10,2020-01-15 11:00:00
tx_349,addr_102,Miner,3.0317,0.00798,19,10,2020-01-15 12:00:00
tx_350,addr_5,Mixer,1.225,0.0015,10,11,2020-01-15 13:00:00
tx_351,addr_302,Miner,1.015,0.00139,15,16,2020-01-15 14:00:00
tx_352,addr_249,Miner,0.7217,0.00647,4,9,2020-01-15 15:00:00
tx_353,addr_46,Exchange,0.1359,0.00205,2,15,2020-01-15 16:00:00
tx_354,addr_448,Hodler,0.5182,0.00107,3,14,2020-01-15 17:00:00
tx_355,addr_187,Miner,0.5663,0.00175,7,19,2020-01-15 18:00:00
tx_356,addr_286,Trader,1.3236,0.00924,16,9,2020-01-15 19:00:00
tx_357,addr_140,Hodler,2.7522,0.00823,10,4,2020-01-15 20:00:00
tx_358,addr_314,Mixer,1.2842,0.00361,19,7,2020-01-15 21:00:00
tx_359,addr_352,Exchange,0.1192,0.00659,17,8,2020-01-15 22:00:00
tx_360,addr_52,Mixer,6.3302,0.00542,19,8,2020-01-15 23:00:00
tx_361,addr_377,Hodler,5.7198,0.0068,5,19,2020-01-16 00:00:00
tx_362,addr_120,Hodler,3.076,0.00686,13,15,2020-01-16 01:00:00
tx_363,addr_348,Hodler,9.4953,0.00632,13,16,2020-01-16 02:00:00
tx_364,addr_68,Mixer,1.5726,0.00273,11,9,2020-01-16 03:00:00
tx_365,addr_265,Hodler,6.5812,0.00049,11,12,2020-01-16 04:00:00
tx_366,addr_163,Mixer,0.1572,0.00461,16,16,2020-01-16 05:00:00
tx_367,addr_156,Hodler,0.9104,0.00892,15,4,2020-01-16 06:00:00
tx_368,addr_435,Trader,0.5108,0.00574,17,5,2020-01-16 07:00:00
tx_369,addr_376,Hodler,0.4359,0.00834,18,8,2020-01-16 08:00:00
tx_370,addr_426,Mixer,0.3035,0.00992,19,1,2020-01-16 09:00:00
tx_371,addr_307,Miner,1.9479,0.00172,4,6,2020-01-16 10:00:00
tx_372,addr_4,Hodler,3.0403,0.00695,5,15,2020-01-16 11:00:00
tx_373,addr_85,Miner,1.7269,0.00678,7,4,2020-01-16 12:00:00
tx_374,addr_41,Trader,0.3179,0.0098,2,11,2020-01-16 13:00:00
tx_375,addr_306,Exchange,3.3333,0.00986,1,5,2020-01-16 14:00:00
tx_376,addr_456,Trader,2.021,0.0069,12,18,2020-01-16 15:00:00
tx_377,addr_285,Hodler,0.9826,0.00251,10,15,2020-01-16 16:00:00
tx_378,addr_373,Miner,2.2425,0.00801,8,18,2020-01-16 17:00:00
tx_379,addr_137,Miner,0.602,0.00116,1,13,2020-01-16 18:00:00
tx_380,addr_468,Mixer,0.8468,0.00783,12,5,2020-01-16 19:00:00
tx_381,addr_425,Miner,4.9896,0.00911,2,1,2020-01-16 20:00:00
tx_382,addr_457,Mixer,0.6864,0.00389,10,18,2020-01-16 21:00:00
tx_383,addr_288,Exchange,1.2697,0.00634,17,14,2020-01-16 22:00:00
tx_384,addr_354,Hodler,4.4171,0.00436,3,5,2020-01-16 23:00:00
tx_385,addr_130,Mixer,2.4601,0.00443,7,6,2020-01-17 00:00:00
tx_386,addr_101,Exchange,0.1284,0.00317,12,16,2020-01-17 01:00:00
tx_387,addr_136,Miner,0.3187,0.00765,8,12,2020-01-17 02:00:00
tx_388,addr_71,Miner,0.0157,0.00937,12,18,2020-01-17 03:00:00
tx_389,addr_320,Exchange,1.9935,0.00941,3,2,2020-01-17 04:00:00
tx_390,addr_292,Miner,1.1872,0.00183,17,13,2020-01-17 05:00:00
tx_391,addr_209,Exchange,0.2884,0.00876,9,17,2020-01-17 06:00:00
tx_392,addr_87,Mixer,6.337,0.0074,10,17,2020-01-17 07:00:00
tx_393,addr_404,Mixer,1.5086,0.0026,6,16,2020-01-17 08:00:00
tx_394,addr_244,Exchange,0.5539,0.00077,1,18,2020-01-17 09:00:00
tx_395,addr_364,Mixer,1.3887,0.00275,12,8,2020-01-17 10:00:00
tx_396,addr_35,Mixer,2.2765,0.00913,5,3,2020-01-17 11:00:00
tx_397,addr_336,Mixer,0.1586,0.00637,13,17,2020-01-17 12:00:00
tx_398,addr_9,Trader,0.6424,0.00724,15,18,2020-01-17 13:00:00
tx_399,addr_400,Hodler,3.2898,0.00265,11,6,2020-01-17 14:00:00
tx_400,addr_256,Miner,1.2311,0.00722,8,8,2020-01-17 15:00:00
tx_401,addr_302,Trader,1.5819,0.00038,5,13,2020-01-17 16:00:00
tx_402,addr_88,Mixer,1.1341,0.00382,2,8,2020-01-17 17:00:00
tx_403,addr_65,Exchange,0.0898,0.0063,12,19,2020-01-17 18:00:00
tx_404,addr_282,Mixer,0.3624,0.00155,2,6,2020-01-17 19:00:00
tx_405,addr_374,Hodler,1.1795,0.00825,16,15,2020-01-17 20:00:00
tx_406,addr_60,Mixer,0.4694,0.00243,3,10,2020-01-17 21:00:00
tx_407,addr_145,Exchange,0.1025,0.00656,10,17,2020-01-17 22:00:00
tx_408,addr_183,Hodler,3.7113,0.00411,19,1,2020-01-17 23:00:00
tx_409,addr_265,Mixer,7.947,0.006,8,7,2020-01-18 00:00:00
tx_410,addr_452,Hodler,3.1515,0.00116,7,13,2020-01-18 01:00:00
tx_411,addr_145,Miner,3.8454,0.00027,1,3,2020-01-18 02:00:00
tx_412,addr_132,Miner,0.5541,0.0091,12,19,2020-01-18 03:00:00
tx_413,addr_334,Mixer,6.4693,0.00277,5,15,2020-01-18 04:00:00
tx_414,addr_439,Hodler,0.4386,0.00821,16,5,2020-01-18 05:00:00
tx_415,addr_98,Exchange,6.0495,0.00999,4,11,2020-01-18 06:00:00
tx_416,addr_450,Mixer,10.5256,0.00219,17,18,2020-01-18 07:00:00
tx_417,addr_244,Miner,2.4877,0.00273,2,3,2020-01-18 08:00:00
tx_418,addr_238,Miner,7.9418,0.00666,12,6,2020-01-18 09:00:00
tx_419,addr_102,Mixer,1.6858,0.00966,1,3,2020-01-18 10:00:00
tx_420,addr_436,Hodler,0.601,0.00917,12,5,2020-01-18 11:00:00
tx_421,addr_290,Miner,1.1489,0.00508,12,9,2020-01-18 12:00:00
tx_422,addr_319,Hodler,1.8006,0.00797,12,19,2020-01-18 13:00:00
tx_423,addr_108,Miner,0.1518,0.00144,19,13,2020-01-18 14:00:00
tx_424,addr_79,Miner,1.9475,0.00978,17,6,2020-01-18 15:00:00
tx_425,addr_41,Trader,7.9454,0.00965,11,11,2020-01-18 16:00:00
tx_426,addr_76,Miner,0.4217,0.00172,13,14,2020-01-18 17:00:00
tx_427,addr_123,Exchange,3.1462,0.00306,8,6,2020-01-18 18:00:00
tx_428,addr_98,Mixer,4.7697,0.00109,10,6,2020-01-18 19:00:00
tx_429,addr_130,Mixer,5.7542,0.00279,8,17,2020-01-18 20:00:00
tx_430,addr_73,Hodler,6.4445,0.00818,8,11,2020-01-18 21:00:00
tx_431,addr_223,Miner,1.474,0.00385,9,15,2020-01-18 22:00:00
tx_432,addr_72,Exchange,7.5715,0.00098,7,9,2020-01-18 23:00:00
tx_433,addr_67,Hodler,2.8319,0.00349,14,17,2020-01-19 00:00:00
tx_434,addr_331,Trader,0.3527,0.00982,2,7,2020-01-19 01:00:00
tx_435,addr_417,Hodler,1.296,0.00633,11,7,2020-01-19 02:00:00
tx_436,addr_415,Hodler,2.534,0.00422,8,1,2020-01-19 03:00:00
tx_437,addr_197,Miner,0.5683,0.00175,13,8,2020-01-19 04:00:00
tx_438,addr_251,Trader,2.0467,0.00986,15,5,2020-01-19 05:00:00
tx_439,addr_314,Hodler,2.1968,0.00823,3,19,2020-01-19 06:00:00
tx_440,addr_153,Exchange,0.3551,0.00289,14,8,2020-01-19 07:00:00
tx_441,addr_221,Exchange,1.6652,0.00079,15,17,2020-01-19 08:00:00
tx_442,addr_344,Mixer,2.9535,0.00066,2,19,2020-01-19 09:00:00
tx_443,addr_263,Trader,1.3819,0.00129,19,12,2020-01-19 10:00:00
tx_444,addr_360,Trader,0.0244,0.00585,12,15,2020-01-19 11:00:00
tx_445,addr_490,Mixer,0.0182,0.00929,4,4,2020-01-19 12:00:00
tx_446,addr_308,Hodler,0.8833,0.00502,3,12,2020-01-19 13:00:00
tx_447,addr_208,Trader,5.2126,0.00845,5,13,2020-01-19 14:00:00
tx_448,addr_58,Exchange,0.5193,0.00451,3,14,2020-01-19 15:00:00
tx_449,addr_305,Exchange,2.0122,0.00711,15,5,2020-01-19 16:00:00
tx_450,addr_173,Miner,0.5023,0.00735,19,16,2020-01-19 17:00:00
tx_451,addr_234,Trader,0.7762,0.00182,2,7,2020-01-19 18:00:00
tx_452,addr_411,Hodler,3.7683,0.00368,12,15,2020-01-19 19:00:00
tx_453,addr_185,Mixer,2.6103,0.00641,5,13,2020-01-19 20:00:00
tx_454,addr_6,Mixer,0.2005,0.0008,17,16,2020-01-19 21:00:00
tx_455,addr_246,Hodler,1.1197,0.00368,14,12,2020-01-19 22:00:00
tx_456,addr_442,Miner,0.0592,0.00539,10,7,2020-01-19 23:00:00
tx_457,addr_480,Mixer,1.3113,0.00996,3,16,2020-01-20 00:00:00
tx_458,addr_43,Trader,2.172,0.0048,4,13,2020-01-20 01:00:00
tx_459,addr_456,Miner,0.2523,0.00818,6,3,2020-01-20 02:00:00
tx_460,addr_171,Trader,0.6818,0.00438,16,15,2020-01-20 03:00:00
tx_461,addr_5,Exchange,1.0145,0.00798,7,3,2020-01-20 04:00:00
tx_462,addr_133,Miner,5.0398,0.00599,15,7,2020-01-20 05:00:00
tx_463,addr_394,Mixer,9.9979,0.00888,11,18,2020-01-20 06:00:00
tx_464,addr_252,Miner,0.0919,0.00417,1,14,2020-01-20 07:00:00
tx_465,addr_341,Miner,2.8626,0.00608,5,18,2020-01-20 08:00:00
tx_466,addr_377,Miner,0.9296,0.00634,13,19,2020-01-20 09:00:00
tx_467,addr_12,Miner,0.9967,0.00423,14,14,2020-01-20 10:00:00
tx_468,addr_440,Trader,2.807,0.00153,9,6,2020-01-20 11:00:00
tx_469,addr_452,Exchange,5.0125,0.00103,17,8,2020-01-20 12:00:00
tx_470,addr_197,Hodler,6.029,0.00027,15,7,2020-01-20 13:00:00
tx_471,addr_220,Miner,1.7213,0.00875,7,18,2020-01-20 14:00:00
tx_472,addr_494,Mixer,0.8836,0.00244,12,18,2020-01-20 15:00:00
tx_473,addr_395,Miner,3.0981,0.00219,6,15,2020-01-20 16:00:00
tx_474,addr_494,Mixer,0.578,0.00739,16,19,2020-01-20 17:00:00
tx_475,addr_268,Trader,1.6606,0.00327,5,2,2020-01-20 18:00:00
tx_476,addr_7,Mixer,0.8881,0.00511,9,8,2020-01-20 19:00:00
tx_477,addr_67,Hodler,2.1379,0.00171,14,11,2020-01-20 20:00:00
tx_478,addr_372,Exchange,0.5499,0.0096,8,18,2020-01-20 21:00:00
tx_479,addr_443,Mixer,0.4254,0.00853,14,13,2020-01-20 22:00:00
tx_480,addr_426,Mixer,5.0079,0.00865,12,9,2020-01-20 23:00:00
tx_481,addr_148,Exchange,0.2147,0.00413,10,9,2020-01-21 00:00:00
tx_482,addr_24,Hodler,1.4103,0.00765,13,17,2020-01-21 01:00:00
tx_483,addr_165,Miner,0.4991,0.00152,19,7,2020-01-21 02:00:00
tx_484,addr_334,Mixer,0.0794,0.00019,15,9,2020-01-21 03:00:00
tx_485,addr_188,Exchange,0.0734,0.0003,8,1,2020-01-21 04:00:00
tx_486,addr_113,Trader,0.3853,0.00591,10,2,2020-01-21 05:00:00
tx_487,addr_421,Exchange,4.0314,0.00461,3,4,2020-01-21 06:00:00
tx_488,addr_250,Trader,0.6639,0.00523,3,14,2020-01-21 07:00:00
tx_489,addr_151,Hodler,6.0099,0.00017,5,4,2020-01-21 08:00:00
tx_490,addr_86,Miner,1.7427,0.00428,16,2,2020-01-21 09:00:00
tx_491,addr_215,Exchange,1.1476,0.00721,17,8,2020-01-21 10:00:00
tx_492,addr_368,Mixer,1.7354,0.00448,6,18,2020-01-21 11:00:00
tx_493,addr_28,Hodler,1.4542,0.00735,16,19,2020-01-21 12:00:00
tx_494,addr_313,Exchange,2.8441,0.00241,2,14,2020-01-21 13:00:00
tx_495,addr_275,Mixer,0.664,0.00815,15,10,2020-01-21 14:00:00
tx_496,addr_114,Exchange,0.871,0.00593,18,17,2020-01-21 15:00:00
tx_497,addr_247,Trader,4.4904,0.00219,1,8,2020-01-21 16:00:00
tx_498,addr_65,Exchange,5.8545,0.00244,19,14,2020-01-21 17:00:00
tx_499,addr_193,Exchange,4.4616,0.00632,12,8,2020-01-21 18:00:00
tx_500,addr_377,Exchange,1.0876,0.00832,8,5,2020-01-21 19:00:00
tx_501,addr_27,Hodler,3.0316,0.00421,6,16,2020-01-21 20:00:00
tx_502,addr_425,Exchange,1.2938,0.00266,12,8,2020-01-21 21:00:00
tx_503,addr_71,Mixer,1.3765,0.00868,7,10,2020-01-21 22:00:00
tx_504,addr_82,Trader,0.458,0.00673,18,8,2020-01-21 23:00:00
tx_505,addr_255,Trader,1.7887,0.00454,14,9,2020-01-22 00:00:00
tx_506,addr_179,Exchange,0.4119,0.00493,8,18,2020-01-22 01:00:00
tx_507,addr_137,Hodler,0.8056,0.00212,14,3,2020-01-22 02:00:00
tx_508,addr_285,Hodler,3.8625,0.00631,5,17,2020-01-22 03:00:00
tx_509,addr_203,Mixer,0.4641,0.00365,9,15,2020-01-22 04:00:00
tx_510,addr_480,Exchange,0.1476,0.00996,8,17,2020-01-22 05:00:00
tx_511,addr_244,Trader,0.143,0.00485,2,8,2020-01-22 06:00:00
tx_512,addr_370,Hodler,5.6531,0.00491,16,2,2020-01-22 07:00:00
tx_513,addr_270,Exchange,1.4142,0.0057,13,17,2020-01-22 08:00:00
tx_514,addr_135,Hodler,1.0533,0.00918,7,18,2020-01-22 09:00:00
tx_515,addr_432,Hodler,3.3307,0.00803,16,5,2020-01-22 10:00:00
tx_516,addr_435,Trader,3.6137,0.00457,7,9,2020-01-22 11:00:00
tx_517,addr_35,Miner,0.8075,0.00722,14,9,2020-01-22 12:00:00
tx_518,addr_141,Mixer,2.3658,0.0059,14,2,2020-01-22 13:00:00
tx_519,addr_264,Mixer,2.9491,0.00497,12,2,2020-01-22 14:00:00
tx_520,addr_120,Trader,2.1264,0.002,1,19,2020-01-22 15:00:00
tx_521,addr_17,Hodler,0.3288,0.00469,1,3,2020-01-22 16:00:00
tx_522,addr_194,Exchange,4.1731,0.00253,12,17,2020-01-22 17:00:00
tx_523,addr_463,Hodler,1.5491,0.00916,15,14,2020-01-22 18:00:00
tx_524,addr_100,Trader,0.6639,0.00342,4,14,2020-01-22 19:00:00
tx_525,addr_370,Mixer,1.1076,0.00953,7,14,2020-01-22 20:00:00
tx_526,addr_267,Hodler,0.0766,0.00538,16,6,2020-01-22 21:00:00
tx_527,addr_72,Mixer,0.2736,0.00635,3,3,2020-01-22 22:00:00
tx_528,addr_36,Exchange,2.901,0.00548,7,1,2020-01-22 23:00:00
tx_529,addr_392,Mixer,0.0,0.00138,6,16,2020-01-23 00:00:00
tx_530,addr_483,Mixer,1.0776,0.00382,16,4,2020-01-23 01:00:00
tx_531,addr_240,Miner,1.4784,0.00108,8,1,2020-01-23 02:00:00
tx_532,addr_315,Miner,0.1124,0.00627,6,17,2020-01-23 03:00:00
tx_533,addr_228,Miner,7.2296,0.00452,10,18,2020-01-23 04:00:00
tx_534,addr_108,Mixer,0.5127,0.0078,16,8,2020-01-23 05:00:00
tx_535,addr_70,Trader,0.7254,0.00228,11,2,2020-01-23 06:00:00
tx_536,addr_360,Mixer,0.7246,0.00173,13,18,2020-01-23 07:00:00
tx_537,addr_171,Trader,0.5238,0.00412,6,16,2020-01-23 08:00:00
tx_538,addr_230,Trader,0.0029,0.00927,1,10,2020-01-23 09:00:00
tx_539,addr_4,Miner,2.6138,0.00713,19,8,2020-01-23 10:00:00
tx_540,addr_484,Hodler,6.8132,0.00425,12,12,2020-01-23 11:00:00
tx_541,addr_392,Exchange,0.508,0.00522,6,16,2020-01-23 12:00:00
tx_542,addr_302,Miner,2.1756,0.00093,18,12,2020-01-23 13:00:00
tx_543,addr_60,Miner,2.7088,0.00985,13,11,2020-01-23 14:00:00
tx_544,addr_403,Hodler,3.7734,0.0067,7,19,2020-01-23 15:00:00
tx_545,addr_431,Exchange,1.0985,0.00293,13,1,2020-01-23 16:00:00
tx_546,addr_237,Mixer,0.7217,0.0059,8,3,2020-01-23 17:00:00
tx_547,addr_110,Mixer,0.787,0.00118,17,12,2020-01-23 18:00:00
tx_548,addr_491,Miner,2.4939,0.00966,9,9,2020-01-23 19:00:00
tx_549,addr_373,Exchange,3.3941,0.00183,13,5,2020-01-23 20:00:00
tx_550,addr_380,Miner,0.4008,0.00652,2,1,2020-01-23 21:00:00
tx_551,addr_302,Trader,0.9271,0.00253,4,10,2020-01-23 22:00:00
tx_552,addr_348,Miner,4.6444,0.0072,2,17,2020-01-23 23:00:00
tx_553,addr_189,Miner,3.287,0.00779,4,4,2020-01-24 00:00:00
tx_554,addr_464,Mixer,8.3806,0.00677,18,15,2020-01-24 01:00:00
tx_555,addr_395,Mixer,2.8069,0.00618,5,19,2020-01-24 02:00:00
tx_556,addr_81,Mixer,0.9991,0.00894,19,8,2020-01-24 03:00:00
tx_557,addr_197,Trader,1.7863,0.00088,10,15,2020-01-24 04:00:00
tx_558,addr_139,Mixer,2.1636,0.00338,18,7,2020-01-24 05:00:00
tx_559,addr_200,Exchange,0.1634,0.00256,10,15,2020-01-24 06:00:00
tx_560,addr_366,Hodler,1.5727,0.00988,5,8,2020-01-24 07:00:00
tx_561,addr_485,Exchange,2.4711,0.00395,17,10,2020-01-24 08:00:00
tx_562,addr_200,Exchange,0.3662,0.00735,13,18,2020-01-24 09:00:00
tx_563,addr_21,Mixer,3.034,0.00688,17,4,2020-01-24 10:00:00
tx_564,addr_101,Hodler,1.753,0.0022,9,15,2020-01-24 11:00:00
tx_565,addr_230,Hodler,6.0824,0.00247,12,11,2020-01-24 12:00:00
tx_566,addr_239,Hodler,0.0867,0.00288,14,3,2020-01-24 13:00:00
tx_567,addr_214,Trader,0.6167,0.00417,14,15,2020-01-24 14:00:00
tx_568,addr_309,Mixer,1.8404,0.00242,8,3,2020-01-24 15:00:00
tx_569,addr_452,Hodler,0.7035,0.00029,5,15,2020-01-24 16:00:00
tx_570,addr_39,Trader,2.5065,0.00881,19,6,2020-01-24 17:00:00
tx_571,addr_430,Miner,2.846,0.00966,14,1,2020-01-24 18:00:00
tx_572,addr_133,Miner,0.2163,0.00348,9,14,2020-01-24 19:00:00
tx_573,addr_242,Trader,1.4425,0.00345,7,16,2020-01-24 20:00:00
tx_574,addr_266,Trader,1.4222,0.00017,8,1,2020-01-24 21:00:00
tx_575,addr_99,Mixer,0.9218,0.00683,14,17,2020-01-24 22:00:00
tx_576,addr_99,Mixer,5.4039,0.00827,14,8,2020-01-24 23:00:00
tx_577,addr_178,Miner,3.5148,0.00155,11,18,2020-01-25 00:00:00
tx_578,addr_330,Hodler,2.3894,0.00168,14,16,2020-01-25 01:00:00
tx_579,addr_183,Miner,2.5058,0.00792,8,6,2020-01-25 02:00:00
tx_580,addr_143,Hodler,1.2387,0.0062,3,10,2020-01-25 03:00:00
tx_581,addr_56,Hodler,5.0765,0.00054,18,10,2020-01-25 04:00:00
tx_582,addr_429,Mixer,2.3722,0.00626,3,5,2020-01-25 05:00:00
tx_583,addr_14,Exchange,2.6111,0.00316,13,12,2020-01-25 06:00:00
tx_584,addr_380,Exchange,3.9565,0.00375,12,17,2020-01-25 07:00:00
tx_585,addr_303,Trader,0.6406,0.00772,15,14,2020-01-25 08:00:00
tx_586,addr_326,Mixer,3.2909,0.00813,18,14,2020-01-25 09:00:00
tx_587,addr_483,Hodler,0.4344,0.00406,5,3,2020-01-25 10:00:00
tx_588,addr_473,Exchange,0.8473,0.00948,7,12,2020-01-25 11:00:00
tx_589,addr_276,Hodler,0.8178,0.00412,11,18,2020-01-25 12:00:00
tx_590,addr_421,Exchange,7.6818,0.00774,11,12,2020-01-25 13:00:00
tx_591,addr_361,Exchange,3.8834,0.00489,15,2,2020-01-25 14:00:00
tx_592,addr_268,Exchange,2.4158,0.00899,10,2,2020-01-25 15:00:00
tx_593,addr_189,Mixer,2.597,0.00909,15,17,2020-01-25 16:00:00
tx_594,addr_467,Miner,1.6514,0.00097,13,10,2020-01-25 17:00:00
tx_595,addr_2,Hodler,5.8784,0.00937,14,18,2020-01-25 18:00:00
tx_596,addr_355,Mixer,1.3714,0.00827,17,19,2020-01-25 19:00:00
tx_597,addr_180,Mixer,0.9577,0.00793,13,1,2020-01-25 20:00:00
tx_598,addr_120,Mixer,0.3559,0.00209,10,4,2020-01-25 21:00:00
tx_599,addr_340,Mixer,3.0855,0.00807,1,4,2020-01-25 22:00:00
tx_600,addr_1,Mixer,2.6519,0.00852,1,2,2020-01-25 23:00:00
tx_601,addr_212,Trader,0.9702,0.00296,15,19,2020-01-26 00:00:00
tx_602,addr_138,Hodler,0.051,0.00953,16,12,2020-01-26 01:00:00
tx_603,addr_128,Mixer,3.6527,0.00059,12,10,2020-01-26 02:00:00
tx_604,addr_415,Hodler,0.023,0.00158,6,13,2020-01-26 03:00:00
tx_605,addr_313,Trader,2.4328,0.00542,6,15,2020-01-26 04:00:00
tx_606,addr_116,Trader,7.0303,0.0058,12,3,2020-01-26 05:00:00
tx_607,addr_278,Hodler,1.1513,0.00649,15,13,2020-01-26 06:00:00
tx_608,addr_481,Exchange,0.5357,0.00027,4,8,2020-01-26 07:00:00
tx_609,addr_482,Miner,2.4407,0.00961,4,7,2020-01-26 08:00:00
tx_610,addr_415,Exchange,3.3979,0.00054,2,8,2020-01-26 09:00:00
tx_611,addr_488,Exchange,1.5812,0.00152,12,18,2020-01-26 10:00:00
tx_612,addr_279,Exchange,6.8246,0.00024,7,9,2020-01-26 11:00:00
tx_613,addr_352,Mixer,0.1061,0.00571,9,6,2020-01-26 12:00:00
tx_614,addr_368,Trader,1.4056,0.00933,9,4,2020-01-26 13:00:00
tx_615,addr_453,Exchange,2.5349,0.00669,8,15,2020-01-26 14:00:00
tx_616,addr_460,Trader,3.9703,0.00824,14,5,2020-01-26 15:00:00
tx_617,addr_391,Hodler,0.3951,0.00023,1,5,2020-01-26 16:00:00
tx_618,addr_342,Miner,3.2189,0.00547,12,7,2020-01-26 17:00:00
tx_619,addr_5,Hodler,1.6091,0.00465,2,9,2020-01-26 18:00:00
tx_620,addr_93,Hodler,1.0102,0.00504,13,7,2020-01-26 19:00:00
tx_621,addr_429,Mixer,0.2825,0.00081,4,9,2020-01-26 20:00:00
tx_622,addr_127,Miner,4.0093,0.00688,18,10,2020-01-26 21:00:00
tx_623,addr_156,Hodler,0.3422,0.00508,19,4,2020-01-26 22:00:00
tx_624,addr_465,Hodler,0.7415,0.00767,16,6,2020-01-26 23:00:00
tx_625,addr_15,Miner,0.6851,0.0049,14,14,2020-01-27 00:00:00
tx_626,addr_156,Miner,4.1023,0.00158,8,9,2020-01-27 01:00:00
tx_627,addr_339,Hodler,2.2338,0.00652,12,1,2020-01-27 02:00:00
tx_628,addr_173,Miner,3.186,0.00181,9,17,2020-01-27 03:00:00
tx_629,addr_395,Hodler,0.5766,0.00874,6,13,2020-01-27 04:00:00
tx_630,addr_236,Hodler,1.961,0.00617,18,7,2020-01-27 05:00:00
tx_631,addr_163,Mixer,1.6961,0.00166,2,9,2020-01-27 06:00:00
tx_632,addr_382,Exchange,3.5775,0.00963,8,11,2020-01-27 07:00:00
tx_633,addr_404,Hodler,4.7308,0.00523,14,3,2020-01-27 08:00:00
tx_634,addr_35,Trader,0.0245,0.00082,6,12,2020-01-27 09:00:00
tx_635,addr_251,Exchange,2.2418,0.00631,10,3,2020-01-27 10:00:00
tx_636,addr_145,Exchange,0.1065,0.00261,8,15,2020-01-27 11:00:00
tx_637,addr_481,Exchange,1.5919,0.00806,17,10,2020-01-27 12:00:00
tx_638,addr_455,Mixer,0.6783,0.0082,12,1,2020-01-27 13:00:00
tx_639,addr_175,Hodler,0.7328,0.00979,17,14,2020-01-27 14:00:00
tx_640,addr_11,Mixer,0.8707,0.00507,13,6,2020-01-27 15:00:00
tx_641,addr_190,Hodler,1.942,0.0046,19,2,2020-01-27 16:00:00
tx_642,addr_247,Mixer,0.8131,0.00756,12,8,2020-01-27 17:00:00
tx_643,addr_186,Mixer,2.6388,0.00141,16,1,2020-01-27 18:00:00
tx_644,addr_53,Trader,1.0368,0.00551,5,4,2020-01-27 19:00:00
tx_645,addr_54,Mixer,0.1416,0.00551,16,4,2020-01-27 20:00:00
tx_646,addr_23,Miner,3.0627,0.00099,6,5,2020-01-27 21:00:00
tx_647,addr_286,Trader,0.6731,0.00424,11,9,2020-01-27 22:00:00
tx_648,addr_421,Mixer,1.134,0.00855,17,13,2020-01-27 23:00:00
tx_649,addr_297,Exchange,2.3132,0.00858,14,18,2020-01-28 00:00:00
tx_650,addr_93,Miner,0.8083,0.00108,6,17,2020-01-28 01:00:00
tx_651,addr_84,Miner,0.1165,0.001,11,1,2020-01-28 02:00:00
tx_652,addr_136,Miner,0.9366,0.0027,12,15,2020-01-28 03:00:00
tx_653,addr_439,Trader,5.7809,0.00876,13,2,2020-01-28 04:00:00
tx_654,addr_403,Mixer,2.053,0.00138,4,16,2020-01-28 05:00:00
tx_655,addr_153,Mixer,2.2263,0.00723,7,5,2020-01-28 06:00:00
tx_656,addr_260,Exchange,2.0009,0.0011,2,19,2020-01-28 07:00:00
tx_657,addr_302,Exchange,0.4438,0.00627,6,5,2020-01-28 08:00:00
tx_658,addr_168,Miner,1.0837,0.00363,6,2,2020-01-28 09:00:00
tx_659,addr_499,Exchange,2.7801,0.00791,18,7,2020-01-28 10:00:00
tx_660,addr_311,Trader,0.2138,0.00241,8,3,2020-01-28 11:00:00
tx_661,addr_264,Mixer,0.6511,0.00643,8,17,2020-01-28 12:00:00
tx_662,addr_381,Miner,0.6468,0.00243,8,3,2020-01-28 13:00:00
tx_663,addr_363,Exchange,1.1313,0.00717,8,13,2020-01-28 14:00:00
tx_664,addr_463,Trader,7.8613,0.00875,1,7,2020-01-28 15:00:00
tx_665,addr_170,Trader,0.1398,0.00136,2,3,2020-01-28 16:00:00
tx_666,addr_298,Exchange,1.4625,0.00868,12,15,2020-01-28 17:00:00
tx_667,addr_235,Mixer,0.3954,0.00598,15,18,2020-01-28 18:00:00
tx_668,addr_92,Exchange,7.0587,0.00136,4,10,2020-01-28 19:00:00
tx_669,addr_43,Miner,0.2405,0.00433,3,7,2020-01-28 20:00:00
tx_670,addr_177,Exchange,1.0337,0.00169,14,9,2020-01-28 21:00:00
tx_671,addr_228,Trader,2.6779,0.00703,8,5,2020-01-28 22:00:00
